"population","rep.ID","Parameter","mean","Rhat","n.eff"
"24","24.B11","deviance",-9.08078060756834,1.0017908023728,2700
"24","24.B11","r_max",1.53524594094337,1.00122706055521,4800
"anc5","anc5.C11","K_s",1.49354800683004,1.00120119845433,5000
"anc5","anc5.C11","deviance",16.1192885817737,1.00116356335709,5300
"anc5","anc5.C11","r_max",1.67540368161035,1.00079118303617,6000
"11","11.D11","K_s",0.903301819625519,1.00079611108816,6000
"11","11.D11","deviance",-16.318041860252,1.00147405629453,3600
"11","11.D11","r_max",1.44257546629464,1.00104561742077,6000
"24","24.E11","K_s",1.29345170756053,1.00100159991972,6000
"24","24.E11","deviance",-12.4505403787672,1.00103664541699,6000
"24","24.E11","r_max",1.5172193530143,1.00111937346057,5600
"1","1.F11","K_s",0.994652113274892,1.00115817557444,5300
"1","1.F11","deviance",-11.516364063817,1.00058953742382,6000
"1","1.F11","r_max",1.36078296795013,1.00077225649893,6000
"18","18.B11","K_s",1.23147092530096,1.00117189217563,5200
"18","18.B11","deviance",-15.7704668011765,1.00098554572627,6000
"18","18.B11","r_max",1.38672813013194,1.00113624018224,5500
"17","17.C11","K_s",0.361647993412858,1.00087206125163,6000
"17","17.C11","deviance",-10.4580658282889,1.00095243673042,6000
"17","17.C11","r_max",1.4083915372529,1.00104361217209,6000
"27","27.D11","K_s",2.01757554752385,1.00085398217199,6000
"27","27.D11","deviance",-2.76513154310909,1.00178055204652,2700
"27","27.D11","r_max",1.57322345074624,1.00081291387077,6000
"18","18.E11","K_s",1.88444209304235,1.00112535237551,5600
"18","18.E11","deviance",-14.0793484251076,1.00096632785979,6000
"18","18.E11","r_max",1.52889834654979,1.00082136484119,6000
"26","26.F11","K_s",1.71539253098306,1.00066551341457,6000
"26","26.F11","deviance",-14.7888178544247,1.00120545794285,5000
"26","26.F11","r_max",1.51738241267108,1.00090165277931,6000
"anc4","anc4.B11","K_s",1.16664013991887,1.00099811822534,6000
